ID,Nombre,Apellido,Mail,Ingreso,Compras mensuales un pago,Compras mensuales cuotas,Pagos crédito,Ahorro,Frecuencia de compras un pago,Frecuencia de compras cuotas
475,Nata,Aleksandrev,naleksandrevd6@buzzfeed.com,8810.5,2328.36,2042.29,2795.04,1682.3,0.7209,0.249
476,Denna,McIlhone,dmcilhoned7@umn.edu,3910.9,259.21,898.08,2286.22,1103.65,0.5619,0.4423
477,Donaugh,Hurlestone,dhurlestoned8@sohu.com,3341.25,1807.79,1163.94,1064.81,1903.31,0.2634,0.8968
478,Marylinda,Iban,miband9@fotki.com,1473.98,1569.4,3634.55,1667.65,56.05,0.3661,0.5248
479,Ardenia,Dimmer,adimmerda@timesonline.co.uk,3516.36,1309.31,51.88,2314.0,126.7,0.7059,0.213
480,Tabbatha,Arnely,tarnelydb@wufoo.com,9732.04,492.45,795.9,449.65,562.13,0.551,0.9191
481,Kriste,MacGibbon,kmacgibbondc@icio.us,1827.78,210.24,1335.86,1179.62,1536.2,0.8538,0.6647
482,Marys,Arnault,marnaultdd@nature.com,11630.78,696.19,2364.89,1114.32,1082.65,0.2994,0.5257
483,Sheffy,Keyson,skeysonde@oracle.com,10548.26,1290.41,1686.07,1397.63,1401.92,0.9349,0.659
484,Marthe,Pickersgill,mpickersgilldf@ucoz.com,1799.96,2315.91,3731.16,2417.26,375.71,0.7333,0.8827
485,Barbabas,Dumbare,bdumbaredg@de.vu,,4045.38,524.69,1795.45,932.85,0.0351,0.4799
486,Gustaf,Granger,ggrangerdh@jugem.jp,2601.39,773.29,1524.13,1777.5,1899.13,0.2174,0.3044
487,Ericka,Heine,eheinedi@github.io,4089.78,3376.17,3042.2,747.7,893.13,0.5036,0.5663
488,Stephie,Le Monnier,slemonnierdj@harvard.edu,4949.11,3043.6,2093.02,2418.07,500.05,0.17,0.3145
489,Borg,Twitty,btwittydk@unesco.org,10885.59,2865.68,3203.38,1020.13,1964.14,0.9204,0.5004
490,Anny,Connold,aconnolddl@indiatimes.com,10356.54,1776.85,171.08,396.57,1964.27,0.4486,0.8073
491,Jock,Paton,jpatondm@stanford.edu,9501.72,1772.07,1315.02,1938.97,802.43,0.9369,0.4173
492,Travers,Legrand,tlegranddn@theatlantic.com,9830.71,2223.77,2370.19,1137.53,1119.13,,0.3456
493,Abbie,Kopps,akoppsdo@jugem.jp,6847.34,3377.41,793.47,2375.72,393.54,0.083,0.5133
494,Claretta,Leavold,cleavolddp@wikia.com,8540.01,1090.54,3990.31,1997.08,1570.31,0.1652,0.635
495,Ennis,Petken,epetkendq@icq.com,9072.79,2457.67,1576.71,1538.22,1890.13,0.2252,0.3974
496,Dulcinea,Mowsdell,dmowsdelldr@imdb.com,2557.03,922.44,708.46,2766.11,170.82,0.5737,0.3443
497,Heywood,Chong,hchongds@loc.gov,2266.29,1702.26,3255.14,942.89,107.21,0.5093,0.8594
498,Nelson,Bonus,nbonusdt@icio.us,5155.94,4882.21,192.43,243.9,712.05,0.2816,0.7246
499,Ortensia,M'Chirrie,omchirriedu@addthis.com,1351.09,3512.76,,1487.21,1398.31,0.9991,0.8555
500,Duncan,Dunkinson,ddunkinsondv@mayoclinic.com,1595.84,466.27,1235.94,1787.93,1883.94,0.5746,0.5438
501,Creigh,MacConnal,cmacconnaldw@posterous.com,6677.56,4043.01,1606.23,752.62,189.81,0.7122,0.3704
502,Kelbee,Gudd,kgudddx@xinhuanet.com,8909.31,,3533.5,770.07,,0.6818,0.0295
503,Jere,Rosenfield,jrosenfielddy@merriam-webster.com,5503.74,289.57,2595.82,2212.17,958.03,0.8569,0.546
504,Morissa,Nurny,mnurnydz@businessweek.com,414.09,1932.43,1840.35,429.61,1454.17,0.7796,0.1487
505,Mathew,Lochrie,mlochriee0@twitter.com,2265.14,1963.92,1402.71,280.34,1111.49,0.959,0.4557
506,Mina,Rolling,mrollinge1@ifeng.com,10269.91,2054.71,2615.1,1991.8,1181.05,0.3787,0.9145
507,Heath,Arlott,harlotte2@e-recht24.de,,1999.05,1836.34,390.18,1218.49,0.8582,0.8677
508,Saunder,Brine,sbrinee3@goo.gl,5835.79,251.34,2854.0,1123.11,1069.62,0.7681,0.2276
509,Clerkclaude,Bastick,cbasticke4@statcounter.com,5636.88,3671.75,2896.53,1457.89,1240.35,,0.8813
510,Sada,Bleckly,sblecklye5@harvard.edu,4835.7,1074.77,3109.41,688.56,1704.96,0.6251,0.0001
511,Elden,Yukhnevich,eyukhneviche6@t-online.de,11479.73,83.76,1351.6,1291.13,1060.62,0.2444,0.3326
512,Jillie,Tinghill,jtinghille7@sciencedaily.com,2610.37,3438.75,3744.11,1638.06,1428.95,0.2169,0.0458
513,Kendall,Whorf,kwhorfe8@gnu.org,695.01,4008.96,2240.94,1866.83,759.71,0.8132,0.8959
514,Zandra,Southall,zsouthalle9@tinyurl.com,4648.2,219.13,761.67,2001.5,1603.75,0.5749,0.5708
515,Georgeanne,Clingan,gclinganea@creativecommons.org,1044.22,,1594.32,,,0.615,
516,Therese,Towne,ttowneeb@imageshack.us,11706.43,4701.43,,1056.03,1245.38,0.5908,0.3074
517,Drona,Rolfo,drolfoec@pen.io,8803.44,1403.84,,1620.21,493.53,0.5751,0.2185
518,Sandy,Covely,scovelyed@mayoclinic.com,1084.69,381.33,451.99,1741.85,1145.57,0.9315,0.4774
519,Dulsea,Wadforth,dwadforthee@google.com.hk,10815.31,4458.98,908.49,1293.57,1345.78,0.1384,0.9908
520,Allister,Pascall,apascallef@sakura.ne.jp,18.02,2883.31,235.69,2631.48,1689.06,0.5762,0.6595
521,Bard,Simko,bsimkoeg@sfgate.com,10087.24,700.81,969.48,2119.96,490.5,,0.1176
522,Hermie,Trubshawe,htrubshaweeh@miibeian.gov.cn,7653.08,3236.54,1830.04,353.3,664.45,0.3473,0.1061
523,Courtney,Clucas,cclucasei@deliciousdays.com,8970.83,381.57,1123.51,31.31,936.21,0.4954,0.7724
524,Amory,Lightowlers,alightowlersej@va.gov,8056.82,,780.85,,,0.2063,
525,Sibley,Whisson,swhissonek@tiny.cc,1456.26,3834.66,1133.06,2175.45,1821.76,,0.447
526,Reamonn,Gresswell,rgresswellel@berkeley.edu,2524.87,,3595.07,2985.01,,0.0564,0.4836
527,Nerissa,Glanton,nglantonem@yelp.com,5670.95,1345.91,3800.75,1966.73,1396.49,0.3986,0.9169
528,Harli,Jzak,hjzaken@cornell.edu,189.26,554.14,918.45,238.7,199.03,0.8088,0.175
529,Iggy,Stede,istedeeo@pen.io,179.59,2805.39,1920.96,1614.52,476.96,0.9366,0.0329
530,Norris,Beak,nbeakep@xrea.com,8732.5,745.15,1698.66,1105.77,1269.08,,0.8699
531,Boyd,Ipsgrave,bipsgraveeq@springer.com,7576.15,2393.24,3321.66,1655.22,596.87,0.103,0.3602
532,Junia,Bold,jbolder@buzzfeed.com,941.01,355.55,956.5,2976.01,767.29,0.5104,0.1949
533,Hynda,Deluce,hdelucees@tinypic.com,778.99,3140.6,2293.62,2455.36,1877.67,0.9054,0.6688
534,Sarita,Bleaden,sbleadenet@alexa.com,6609.39,2710.51,1098.55,1568.11,113.34,0.5429,0.4659
535,Florella,Brittin,fbrittineu@ycombinator.com,,1758.61,401.08,108.42,1653.58,0.7516,0.3513
536,Kakalina,Cooch,kcoochev@hexun.com,834.79,4160.32,938.82,1997.36,708.75,0.5007,0.6613
537,Miner,Perring,mperringew@springer.com,1470.64,3996.32,3179.73,434.77,427.27,0.2873,0.6622
538,Aeriell,Verlander,averlanderex@upenn.edu,7972.05,688.6,2005.33,193.07,1769.86,0.8243,0.1701
539,Billie,Gueste,bguesteey@multiply.com,2423.51,3052.47,1177.22,998.51,1497.11,0.887,0.8119
540,Vincenty,Hannen,vhannenez@devhub.com,6887.5,1573.22,509.63,2371.2,363.69,0.8737,0.1245
541,Courtnay,Cartmill,ccartmillf0@cnbc.com,10059.05,1224.69,641.63,1685.44,1296.61,0.2769,0.7553
542,Barbra,Nanninini,bnannininif1@addthis.com,4252.86,1136.67,1241.87,2941.56,1745.6,0.0196,0.1854
543,Garald,Dossit,gdossitf2@patch.com,2723.29,2957.35,323.12,779.91,1418.29,0.8118,0.7859
544,Selena,Armatys,sarmatysf3@ibm.com,1214.3,1235.87,839.59,2668.04,467.3,0.2175,0.8876
545,Xenos,Assel,xasself4@yahoo.co.jp,6211.74,1694.08,3778.39,2346.25,990.04,0.6146,0.9321
546,Analiese,Hooke,ahookef5@chron.com,5902.89,,3854.75,2027.59,,0.1179,0.0406
547,Arlina,La Wille,alawillef6@1688.com,9359.33,4922.82,660.96,565.5,1839.02,0.3767,0.1314
548,Avril,MacCostye,amaccostyef7@163.com,4594.36,2295.56,1693.88,951.07,984.49,0.867,0.8098
549,Jessie,Rosina,jrosinaf8@hud.gov,9432.64,3971.42,2114.01,2729.46,763.13,0.2447,0.0627
550,Brande,Menichi,bmenichif9@digg.com,10198.73,2978.93,3792.19,2615.43,1404.43,0.441,0.1665
551,Stearne,Netherwood,snetherwoodfa@cornell.edu,9793.0,,756.29,2636.94,,0.2574,0.9847
552,Clifford,Overil,coverilfb@msu.edu,7678.21,1428.74,3764.6,,204.2,0.1552,
553,Mikel,Hebbes,mhebbesfc@ft.com,7039.19,702.69,268.68,826.5,932.56,0.376,0.949
554,Gerard,Osan,gosanfd@cloudflare.com,32.02,,3114.01,2649.44,,0.5989,0.5847
555,Adara,Swyn,aswynfe@seesaa.net,5880.85,3637.33,225.82,149.51,649.48,0.0875,0.3048
556,Ariel,Tubbles,atubblesff@europa.eu,3150.0,986.99,2690.86,2278.8,1263.57,0.943,0.0145
557,Lisbeth,Jirusek,ljirusekfg@myspace.com,9573.4,2626.38,1848.67,2138.17,1852.04,0.192,0.9083
558,Rori,Ketteridge,rketteridgefh@java.com,5260.31,4306.59,318.51,2776.26,643.88,0.4003,0.7827
559,Noell,Grigolon,ngrigolonfi@usgs.gov,11312.37,4333.29,2852.59,2053.34,1914.97,,0.4698
560,Colby,Bound,cboundfj@sbwire.com,8512.91,2290.29,2501.09,,242.81,,
561,Cally,Frangione,cfrangionefk@delicious.com,8849.77,3919.84,3874.18,2674.76,1694.2,0.6409,0.9194
562,Daron,Shears,dshearsfl@so-net.ne.jp,9184.43,,787.05,880.9,,0.3809,0.3942
563,Kathryn,Hutchison,khutchisonfm@baidu.com,11434.07,2636.32,2933.06,1163.36,641.28,0.6031,0.1814
564,Nero,Lidster,nlidsterfn@home.pl,11217.59,165.38,2071.41,2715.83,1629.24,0.5577,0.7418
565,Dinnie,Kibble,dkibblefo@jimdo.com,8533.1,1011.8,696.17,1458.98,1826.91,0.4174,0.5216
566,Jonah,Price,jpricefp@typepad.com,11541.35,2176.64,833.89,83.93,472.65,0.8962,0.5101
567,Erastus,Kerans,ekeransfq@deviantart.com,614.08,3929.04,2709.17,1676.81,414.02,0.7049,0.4738
568,Lissi,Clayton,lclaytonfr@cyberchimps.com,1243.99,334.18,3587.78,508.89,569.67,0.0127,0.496
569,Neysa,Leeds,nleedsfs@dropbox.com,,148.7,3286.3,1262.71,977.09,0.4026,0.4984
570,Cleve,Gornal,cgornalft@i2i.jp,1604.96,4750.05,2304.79,2303.26,265.2,0.6107,0.2452
571,Evangelina,Norrington,enorringtonfu@omniture.com,3695.34,3671.1,590.53,474.55,1148.93,0.024,0.0705
572,Berthe,Nourse,bnoursefv@elegantthemes.com,5487.75,3623.04,575.39,2765.49,1473.13,0.6622,0.4976
573,Daryl,Brandham,dbrandhamfw@hhs.gov,9026.07,3913.61,3781.66,2499.67,858.06,0.4455,0.4106
574,Cristine,Glazier,cglazierfx@instagram.com,11659.83,991.26,2395.9,2578.48,614.09,0.1154,0.0482
575,Sharon,Ungerechts,sungerechtsfy@homestead.com,7402.49,536.27,2692.86,2629.81,862.26,0.6801,0.5328
576,Clarine,Casford,ccasfordfz@nytimes.com,1949.09,3371.35,1600.68,2886.34,1708.11,0.3668,0.1191
577,Collette,Cottey,ccotteyg0@hexun.com,5074.62,1238.95,2680.02,2994.7,1759.67,0.2324,0.4425
578,Marcos,Ditts,mdittsg1@smugmug.com,776.96,1500.27,2018.3,321.17,43.59,,0.1424
579,Claudetta,Ciccoloi,cciccoloig2@businessweek.com,10686.82,1259.53,2673.18,2031.06,1741.17,0.5593,0.676
580,Amberly,Batchelder,abatchelderg3@ftc.gov,2224.96,4473.47,1574.5,1706.13,716.68,0.6319,0.4118
581,Shalom,Blastock,sblastockg4@flickr.com,9826.04,3758.09,1577.66,2514.51,81.92,0.4856,0.7063
582,Mag,Pimlott,mpimlottg5@t-online.de,2703.69,4699.23,298.03,1044.3,184.18,0.7696,0.5434
583,Joye,Feuell,jfeuellg6@parallels.com,3836.82,380.11,1335.72,1341.17,121.23,0.4328,0.0371
584,Corliss,McGinny,cmcginnyg7@facebook.com,4802.68,1802.68,786.39,,986.63,0.0111,
585,Rosella,Gout,rgoutg8@macromedia.com,8912.29,1303.56,1037.28,114.71,1367.53,0.9948,0.8756
586,Alis,Grieves,agrievesg9@senate.gov,715.89,2364.88,3564.73,191.23,1636.93,0.4192,0.7422
587,Cherrita,Newcome,cnewcomega@comcast.net,8695.59,3352.66,2492.81,135.36,1019.22,0.0514,0.6196
588,Aeriela,Pennells,apennellsgb@zdnet.com,1405.54,,3780.12,2154.22,,0.2214,0.4797
589,Wendeline,Hofler,whoflergc@si.edu,1867.66,2506.35,2325.15,1941.34,1436.25,,0.2012
590,Dannye,Greir,dgreirgd@slideshare.net,9310.22,,,171.91,,,0.2937
591,Inness,Pirolini,ipirolinige@gov.uk,16.15,926.49,,2183.09,673.99,0.0842,0.1384
592,Gayleen,Mattingley,gmattingleygf@furl.net,3795.36,2522.67,1115.55,273.65,381.23,0.5125,0.5334
593,Abran,Barthram,abarthramgg@weibo.com,4904.63,1633.14,744.97,1247.71,1891.45,0.6612,0.86
594,Fleurette,Wingfield,fwingfieldgh@princeton.edu,11597.99,421.86,1746.5,2389.27,992.11,0.7441,0.2649
595,Kim,Linnit,klinnitgi@google.pl,9821.68,4793.33,997.05,1595.44,159.68,0.231,0.1649
596,Perla,Geraud,pgeraudgj@trellian.com,10094.23,4769.72,3856.78,879.95,82.97,0.8191,0.6293
597,Pepillo,Spink,pspinkgk@amazonaws.com,826.43,3223.15,2781.24,1490.68,1815.04,0.1276,0.5223
598,Vita,Garbott,vgarbottgl@godaddy.com,6192.09,854.68,1141.2,,1789.26,0.0101,
599,Garvey,Tirrey,gtirreygm@mapy.cz,4311.82,4669.95,1519.12,2337.96,650.95,0.317,0.3626
600,Roxine,Whicher,rwhichergn@mayoclinic.com,3409.59,3258.66,3976.99,,1982.8,0.7409,
601,Berna,Ponting,bpontinggo@tinyurl.com,9075.64,4444.9,1886.71,328.82,697.64,0.0982,0.5403
602,Elinor,Stammler,estammlergp@spiegel.de,3258.41,3442.6,3243.45,735.57,559.64,0.4367,0.1416
603,Dell,Yearn,dyearngq@paypal.com,10682.09,764.81,2158.54,2577.25,861.37,0.4716,0.8222
604,Pepi,Careless,pcarelessgr@nydailynews.com,778.24,808.24,987.83,2004.55,668.55,0.8125,0.5896
605,Willy,Lockyear,wlockyeargs@example.com,781.69,279.17,1246.28,2231.45,873.59,0.2251,0.4276
606,Ruy,Vigietti,rvigiettigt@facebook.com,9092.22,1888.43,,2600.0,1517.54,,0.3675
607,Kinna,Vankin,kvankingu@mashable.com,3235.92,1746.77,864.78,2284.75,1083.3,0.1651,0.3856
608,Ortensia,Dowe,odowegv@seesaa.net,6416.23,817.93,1908.45,1785.57,474.97,0.1659,0.5273
609,Jami,Smissen,jsmissengw@godaddy.com,7979.45,1454.65,328.14,2481.43,459.5,0.6794,0.5507
610,Blancha,Bardey,bbardeygx@imageshack.us,11051.57,4728.31,2839.34,1459.72,798.92,0.2966,0.9056
611,Lindi,Curnucke,lcurnuckegy@japanpost.jp,8014.3,3669.97,2640.53,1105.24,91.19,0.0001,0.9393
612,Blithe,Ottee,botteegz@google.pl,4424.06,42.16,32.25,2157.09,1627.98,0.0392,0.9356
613,Brod,Borthram,bborthramh0@cocolog-nifty.com,6306.51,318.92,2798.19,1988.77,1726.88,0.1217,0.5737
614,Derrek,Haskew,dhaskewh1@bloglines.com,10683.31,370.07,3074.11,322.79,949.94,0.3132,0.6395
615,Maggi,Manshaw,mmanshawh2@paypal.com,7375.62,,1065.17,,,0.8876,
616,Costanza,Sails,csailsh3@wordpress.org,364.62,2337.71,2681.05,122.78,692.16,0.5105,0.085
617,Shannen,Nibloe,snibloeh4@yellowpages.com,2915.69,2671.12,3536.88,1460.73,1198.12,0.1601,0.0594
618,Bryant,Ellingham,bellinghamh5@pcworld.com,10816.09,3169.36,2502.94,1540.03,636.83,0.0299,0.317
619,Hermann,Wyles,hwylesh6@foxnews.com,7895.68,2527.44,,2869.03,1085.71,0.1959,0.8567
620,Gaby,McCoveney,gmccoveneyh7@phpbb.com,3769.98,3624.91,510.06,8.81,1121.29,0.3261,0.6339
621,Coriss,Fitzer,cfitzerh8@statcounter.com,7031.72,2564.16,1750.09,1059.89,1921.4,0.8486,0.4849
622,Morie,Fitchett,mfitchetth9@yahoo.com,,1628.35,667.62,2652.49,1221.25,0.1945,0.781
623,Massimiliano,Drife,mdrifeha@narod.ru,3472.0,981.19,2161.48,2675.33,1304.49,0.19,0.8675
624,Caitlin,Beadman,cbeadmanhb@yale.edu,468.68,3418.41,3485.53,2207.89,461.42,0.2919,0.3722
625,Bibi,Ickovici,bickovicihc@mashable.com,1696.69,3106.15,1113.64,,937.91,0.4788,
626,Hubey,Minchenton,hminchentonhd@boston.com,10499.35,420.03,1004.73,2372.13,1444.95,,0.9974
627,Orrin,Brimfield,obrimfieldhe@nymag.com,354.13,3136.92,305.34,2030.23,324.64,0.0623,0.8375
628,Jordan,Addy,jaddyhf@pcworld.com,8451.83,2958.32,3337.54,1973.59,1835.17,0.8155,0.4796
629,Zsa zsa,Lesper,zlesperhg@indiatimes.com,679.57,2227.55,2264.17,203.62,1342.6,0.692,0.7981
630,Peter,Manuel,pmanuelhh@icio.us,4229.84,819.51,3834.68,1758.26,1713.06,0.9692,0.8462
631,Tilda,Garrad,tgarradhi@homestead.com,3607.99,2581.25,2170.8,1447.73,267.78,0.6713,0.065
632,Rock,Knibbs,rknibbshj@nymag.com,11401.08,1555.72,2363.46,1023.25,225.34,0.5765,0.0064
633,Cristobal,Jeffress,cjeffresshk@scientificamerican.com,2760.22,1950.68,3548.72,2603.74,267.5,0.6383,0.3665
634,Rea,Cockin,rcockinhl@w3.org,8445.49,2151.34,237.95,145.48,72.18,0.0995,0.9826
635,Terrie,Flawith,tflawithhm@bandcamp.com,11768.56,2787.43,3607.75,272.94,1734.27,0.4115,0.1509
636,Krystle,Pursey,kpurseyhn@lulu.com,202.62,3682.78,1542.03,1611.58,25.57,0.4317,0.3606
637,Karine,Lozano,klozanoho@typepad.com,4641.6,494.1,523.46,1645.45,1149.89,0.7442,0.4141
638,Karney,Fancy,kfancyhp@goo.gl,2486.47,4873.25,1040.9,2193.75,1883.52,0.8747,0.5041
639,Elfie,Sineath,esineathhq@ucla.edu,6590.79,4896.71,1762.57,1588.67,1462.61,0.0035,0.7218
640,Emmott,Bouldstridge,ebouldstridgehr@auda.org.au,2258.51,2623.04,3793.16,2147.16,1876.16,0.0544,0.9128
641,Ingmar,Russ,irusshs@xing.com,8118.14,,743.25,2883.97,,0.3002,0.6901
642,Harmony,Rennix,hrennixht@nps.gov,2238.43,2881.45,3383.23,2732.49,1122.93,0.9007,0.5114
643,Ring,Wloch,rwlochhu@smugmug.com,2181.17,1815.89,2129.18,2757.79,181.61,0.585,0.414
644,Tobey,Matthewes,tmattheweshv@shinystat.com,11761.0,1279.59,549.86,564.01,1778.38,0.0051,0.8524
645,Lucienne,Filkin,lfilkinhw@thetimes.co.uk,2810.46,947.11,1828.96,2774.31,1423.64,,0.9638
646,Zulema,Langeley,zlangeleyhx@fastcompany.com,7259.23,760.67,1324.85,274.09,260.92,0.8683,0.2483
647,Creight,Dillimore,cdillimorehy@dropbox.com,4344.91,3226.29,1122.89,151.09,693.11,0.6022,0.35
648,Wilow,Ventam,wventamhz@eventbrite.com,9559.13,250.0,2795.43,721.25,421.58,0.7315,0.5895
649,Alayne,McChesney,amcchesneyi0@photobucket.com,1717.8,4108.78,169.81,,20.57,0.9117,
650,Pauly,Ambroisin,pambroisini1@independent.co.uk,8852.26,2834.06,,1009.15,621.74,0.8669,0.1744
651,Edouard,McAlindon,emcalindoni2@walmart.com,3614.82,2320.3,,1309.18,1040.57,0.8353,0.4359
652,Irma,MacDowall,imacdowalli3@chron.com,10348.72,3808.62,3899.66,1329.0,1759.18,0.3972,0.846
653,Gail,ducarme,gducarmei4@harvard.edu,3396.19,4908.51,2263.09,587.27,312.57,0.6986,0.8804
654,Paxon,Lamdin,plamdini5@dot.gov,1164.66,2821.85,1420.05,2701.18,1586.11,0.1074,0.4399
655,Isabelle,Ecclestone,iecclestonei6@friendfeed.com,4682.89,2411.51,119.23,2382.4,804.11,0.4351,0.3444
656,Rosalyn,Schuler,rschuleri7@narod.ru,3280.0,2768.57,910.92,74.74,567.81,0.3159,0.5348
657,Hakim,Brolly,hbrollyi8@ca.gov,9648.09,1593.01,805.31,,1945.48,0.2372,
658,Bruis,Bruyet,bbruyeti9@live.com,3092.98,1209.22,1331.66,1157.86,1788.55,0.1267,0.9604
659,Alexio,Lynch,alynchia@webs.com,2844.35,3141.23,20.91,1127.59,456.45,0.751,0.1366
660,Tremain,Worters,twortersib@yandex.ru,1878.83,2871.11,2439.19,577.56,1442.1,0.7556,0.8762
661,Raphaela,Hannabuss,rhannabussic@economist.com,526.17,668.18,3627.97,421.43,1780.88,,0.641
662,Merilyn,Quinnette,mquinnetteid@g.co,1667.46,884.01,1440.64,2.88,456.08,,0.5386
663,Elna,Sitlinton,esitlintonie@ustream.tv,9666.3,299.17,3092.4,2071.9,1506.48,0.4127,0.7935
664,Rosco,Swanwick,rswanwickif@mit.edu,9058.32,2987.72,3869.83,294.67,1114.7,0.228,0.7111
665,Cherye,Kynnd,ckynndig@wufoo.com,10456.95,2581.55,126.85,110.59,1341.1,0.4753,0.9589
666,Carce,Salack,csalackih@mtv.com,5966.11,2459.34,1666.97,,1951.74,0.8826,
667,Siward,Colquhoun,scolquhounii@squidoo.com,3354.64,4095.0,165.23,2030.23,1007.13,0.8911,0.1702
668,Julietta,Feltoe,jfeltoeij@technorati.com,11174.18,4110.83,,997.99,63.45,0.7708,0.9014
669,Janifer,Arnhold,jarnholdik@marriott.com,6234.85,2167.43,2770.28,1712.11,762.75,0.2715,0.5441
670,Janina,Francello,jfrancelloil@jugem.jp,2129.07,1016.05,2044.0,127.45,89.13,0.2252,0.2928
671,Donalt,Coulter,dcoulterim@statcounter.com,1862.79,4158.43,1339.85,1690.35,622.23,0.1177,0.9497
672,Tillie,Turpin,tturpinin@wikimedia.org,9396.35,871.73,1927.76,155.37,710.23,0.4145,0.0784
673,Sara,Laughlin,slaughlinio@umn.edu,4656.17,4229.68,1280.14,1913.53,1543.35,0.7975,0.9432
674,Rozella,Fackney,rfackneyip@ox.ac.uk,8686.02,4791.12,2661.59,2125.73,1450.31,0.0217,0.1015
675,Fitzgerald,Jirus,fjirusiq@gmpg.org,,830.85,2299.68,1908.2,1039.48,0.0402,0.8527
676,Gordy,Frazier,gfrazierir@about.com,8542.38,1449.02,3822.06,,1605.53,0.4428,
677,Sue,Billborough,sbillboroughis@mail.ru,6716.85,2812.22,3552.88,2637.17,1075.03,0.4349,0.024
678,Charisse,Jakoviljevic,cjakoviljevicit@soundcloud.com,7891.62,3116.39,3440.57,1510.96,256.67,0.1328,0.0692
679,Nesta,Pinks,npinksiu@vinaora.com,8314.3,3804.23,,783.28,1533.48,0.5529,0.8062
680,Giffie,Tommei,gtommeiiv@over-blog.com,11669.06,1850.81,691.44,1011.57,861.24,0.3001,0.4757
681,Phyllis,McCawley,pmccawleyiw@exblog.jp,94.99,181.7,2685.01,2729.35,800.25,0.0787,0.4269
682,Frayda,Schusterl,fschusterlix@pagesperso-orange.fr,9441.44,3472.42,1653.17,156.67,166.83,0.9422,0.6777
683,Cassy,Haselup,chaselupiy@noaa.gov,3621.13,414.89,3004.81,2624.75,1718.39,0.1743,0.853
684,Shepherd,Darnbrough,sdarnbroughiz@cpanel.net,5853.37,3256.34,,2162.35,1627.24,0.9125,0.174
685,Buddie,Van Haeften,bvanhaeftenj0@facebook.com,4464.48,4982.48,3285.29,2213.51,1350.43,0.5032,0.185
686,Cornela,Reyne,creynej1@slideshare.net,1446.88,612.18,,2463.39,1381.44,0.6618,0.2902
687,Franchot,Nund,fnundj2@ning.com,8733.04,3140.08,2130.36,,1918.17,0.4137,
688,Suzanna,Broadberry,sbroadberryj3@forbes.com,9509.16,4241.6,345.6,2025.4,1001.87,0.7382,0.6646
689,Christin,de Najera,cdenajeraj4@virginia.edu,5546.44,2440.7,2353.24,731.79,1214.69,0.6165,0.5474
690,Dmitri,Semiras,dsemirasj5@webs.com,7393.58,3113.66,2010.1,2405.96,1371.92,,0.1586
691,Jud,Muckersie,jmuckersiej6@privacy.gov.au,6206.62,1346.91,1732.72,2627.98,1139.96,0.4151,0.644
692,Carlynn,Yukhnin,cyukhninj7@vkontakte.ru,10976.96,1164.68,2674.02,336.64,646.6,0.9479,0.1778
693,Torre,Deeley,tdeeleyj8@wired.com,8784.02,2535.61,,444.2,1143.98,0.7164,0.6626
694,Ania,Moizer,amoizerj9@bravesites.com,1223.47,3644.03,228.38,1412.17,62.43,0.8403,0.102
695,August,Bentzen,abentzenja@eepurl.com,204.81,1160.23,,,1626.21,0.2443,
696,Charmaine,Normanvell,cnormanvelljb@bloomberg.com,732.99,3192.76,419.75,2728.06,484.81,0.7996,0.9746
697,Ardyce,Fitton,afittonjc@oaic.gov.au,6113.21,150.58,1395.9,2143.92,521.77,0.0442,0.0206
698,Daryle,Wakeham,dwakehamjd@stumbleupon.com,6738.27,3267.83,3131.85,2524.79,762.13,0.297,0.3832
699,Gaspar,Stookes,gstookesje@wikimedia.org,3908.28,4417.75,30.14,,1739.38,0.0692,
700,Starlene,Tonkes,stonkesjf@theglobeandmail.com,5659.87,446.74,,2493.46,261.22,0.0535,0.5096
701,Northrup,Van Der Weedenburg,nvanderweedenburgjg@wikispaces.com,2146.57,1545.38,2504.7,663.38,972.01,0.2811,0.9237
702,Cullie,Reeson,creesonjh@wikispaces.com,6351.05,3216.02,,1709.21,966.99,0.6226,0.8818
703,Teddi,Greatex,tgreatexji@i2i.jp,10754.81,382.57,1450.02,2419.42,1454.31,0.8308,0.6887
704,Clareta,Marre,cmarrejj@bbc.co.uk,4240.8,404.41,182.35,2202.05,1413.07,,0.8912
705,Simon,Urlin,surlinjk@trellian.com,3474.5,4562.48,3244.72,,66.86,0.4828,
706,Ingar,Leithgoe,ileithgoejl@pagesperso-orange.fr,11681.96,3369.67,2585.88,,272.15,0.6901,
707,Lindie,Beddoe,lbeddoejm@sogou.com,2563.76,3180.12,3360.38,875.28,616.17,,0.9718
708,Doralynne,Southcott,dsouthcottjn@google.co.jp,,4161.79,,,699.79,0.8651,
709,Amalee,Steptow,asteptowjo@about.com,,1991.1,2206.5,2791.47,1872.33,0.097,0.3363
710,Lolita,Jenik,ljenikjp@ebay.com,8326.97,4507.55,219.17,2374.68,968.7,0.4391,0.4263
711,Flint,Hammerson,fhammersonjq@bbb.org,716.73,3573.75,3381.21,1765.57,786.03,0.2792,0.5864
712,Lanny,Fallow,lfallowjr@geocities.jp,7211.93,3726.25,3227.42,882.94,1928.46,0.1729,0.7469
713,Harper,Harrema,hharremajs@samsung.com,4784.06,3159.17,,1249.11,744.46,0.191,0.6806
